"Shipment","Invoice","Manager","Name","Unit","Count","Price_per_one","Sum","Cost_price","Year","Category","Subcategory"
"MD-36-23-017 ООО ИК Энергия","1509","Филиппов Андрей","Пластина регулировочная самоклеящаяся алюм. 20х20х0,2 мм, рул. 1000 шт","шт","7","4760","33320","1500","2023","ПРС",""
"MD-36-23-017 ООО ИК Энергия","1509","Филиппов Андрей","Лента уплотнительная 16х5 мм, м","м","680","75","51000","18.75","2023","Лента",""
"MD-36-23-017 ООО ИК Энергия","1509","Филиппов Андрей","Съемник для панелей фальшпола вакуумный","шт","5","5000","25000","1166.67","2023","Фальшпол",""
"MD-36-23-017 ООО ИК Энергия","1509","Филиппов Андрей","Уголок декоративный L80х40х4","м","10","5000","50000","3522.92","2023","Уголок декоративный",""
"MD-36-23-017 ООО ИК Энергия","1509","Филиппов Андрей","Саморез 3,5х25 DIN 7982, с потайной головкой","шт","50","7","350","3","2023","Метизы",""
"MD-36-23-017 ООО ИК Энергия","1509","Филиппов Андрей","Саморез самосверлящий 4,8х60 DIN 7504Р, с потайной головкой","шт","150","7","1050","3","2023","Метизы",""
"MD-36-23-018 ООО ПКФ Электрощит","4","Антипенко Елена","Рядное кабельное крепление РКК-25/40","компл","42","215","9030","57","2023","Крепление","РКК"
"MD-36-23-019 ООО ЭЛЕКТРОРЕШЕНИЯ","18","Оренбуркин Никита","Высоковольтное кабельное крепление ВКК3-65/90","компл","50","1600.8","80040","672","2023","Крепление","ВКК"
"MD-36-23-020 ООО ТСН-электро","23","Антипенко Елена","Рядное кабельное крепление РКК-40/60","компл","50","275","13750","77","2023","Крепление","РКК"
"MD-36-23-021 ООО ТСН-электро","29","Антипенко Елена","Универсальное кабельное крепление УКК3-40/70","компл","4","1078","4312","323","2023","Крепление","УКК"
"MD-36-23-022 ООО ТСН-электро","30","Антипенко Елена","Рядное кабельное крепление РКК-40/60","компл","20","275","5500","77","2023","Крепление","РКК"
"MD-36-23-023 ООО Эркатек","39","Антипенко Елена","Высоковольтное кабельное крепление ВКК-65/90","компл","70","554.4","38808","148","2023","Крепление","ВКК"
"MD-36-23-023 ООО Эркатек","39","Антипенко Елена","Силиконовый уплотнитель ПСТ-80","м","15","1524.6","22869","700","2023","ПСТ",""
"MD-36-23-024 ООО Корпорация Электросевкавмонтаж","2028","Кира Ярослав","Анкер-забивной М16х65","шт","520","107.4","55848","20","2023","Метизы",""
"MD-36-23-025 ООО ЭлекКом Логистик","36","Антипенко Елена","Силиконовый уплотнитель ПСТ-80","м","1","2178","2178","700","2023","ПСТ",""
"MD-36-23-026 ООО Эстралин ПС","2161","Антипенко Елена","Аппаратный зажим штыревой высоковольтный АШВ-60","шт","1","25900","25900","17200","2023","АШВ",""
"MD-36-23-027 ООО ЭЛЕНКОМ","25","Антипенко Елена","Универсальное кабельное крепление УКК3-35/55","компл","30","774","23220","225","2023","Крепление","УКК"
"MD-36-23-027 ООО ЭЛЕНКОМ","25","Антипенко Елена","Рядное кабельное крепление РКК-25/40","компл","55","215","11825","55","2023","Крепление","РКК"
"MD-36-23-028 ООО Архбум тиссью групп","19","Поркашян Геворг","Профиль монтажный МСП-41Д-Н","м","60","1995.84","119750.4","554.56625","2023","МСМТ","Профиль МС"
"MD-36-23-029 ООО ИК МРЭС","21","Антипенко Елена","Универсальное кабельное крепление УКК3-35/55","компл","8","774","6192","225","2023","Крепление","УКК"
"MD-36-23-029 ООО ИК МРЭС","21","Антипенко Елена","Силиконовый уплотнитель ПСТ-80","м","2","2178","4356","700","2023","ПСТ",""
"MD-36-23-029 ООО ИК МРЭС","21","Антипенко Елена","Шпилька резьбовая М12х1000 оцинк.","шт","4","120","480","85","2023","Метизы",""
"MD-36-23-029 ООО ИК МРЭС","21","Антипенко Елена","Шайба плоская А13 оцинк.","шт","16","3.08","49.28","1.23395","2023","Метизы",""
"MD-36-23-029 ООО ИК МРЭС","21","Антипенко Елена","Монтажная гайка МСГ-М12","шт","16","138","2208","13.95","2023","Гайка монтажная",""
"MD-36-23-029 ООО ИК МРЭС","21","Антипенко Елена","Гайка шестигранная М12 оцинк.","шт","32","8.8","281.6","2.595","2023","Метизы",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Шайба плоская А10,5 оцинк.","шт","1268","2.12","2688.16","0.7548","2023","Метизы",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Шайба плоская А13 оцинк.","шт","48","3.08","147.84","1.23395","2023","Метизы",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Гайка шестигранная М8 оцинк.","шт","900","2.5","2250","0.78","2023","Метизы",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Гайка шестигранная М10 оцинк.","шт","2250","5.4","12150","1.74","2023","Метизы",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Профиль монтажный МСП-41-Н","м","1146","550","630300","270.61125","2023","МСМТ","Профиль МС"
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Профиль монтажный МСП-41Д-Н","м","744","1400","1041600","554.56625","2023","МСМТ","Профиль МС"
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Уголок МСУ-4/90-Н","шт","1474","260.28","383652.72","37.758","2023","МСМТ","Уголок МС"
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Скоба-соединитель МСС-41-Н","шт","482","248.94","119989.08","34.104","2023","МСМТ","С-с МС"
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Шайба монтажная МСШ-11-Н","шт","984","48.6","47822.4","21.12","2023","Шайба монтажная",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Шайба монтажная МСШ-13-Н","шт","12","48.6","583.2","21.12","2023","Шайба монтажная",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Монтажная гайка МСГ-М8","шт","900","62.1","55890","11.96","2023","Гайка монтажная",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Монтажная гайка МСГ-М10","шт","4425","62.1","274792.5","12.71","2023","Гайка монтажная",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Монтажная гайка МСГ-М12","шт","48","62.1","2980.8","13.95","2023","Гайка монтажная",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Болт с шест. головкой М12х25 оцинк.","шт","36","18.3","658.8","6.2662","2023","Метизы",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Хомут 1/2"" 20-24 мм","","22","12.15","267.3","8.1","2023","Перепродажа",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Хомут 1"" 32-35 мм","","28","13.13","367.64","8.75","2023","Перепродажа",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Хомут 1 1/4"" 39-46 мм","","342","16.26","5560.92","10.84","2023","Перепродажа",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Хомут 1 1/2"" 48-53 мм","","134","16.88","2261.92","11.25","2023","Перепродажа",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Хомут 2"" 59-66 мм","","368","22.5","8280","15","2023","Перепродажа",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Трубный хомут DGR с гайкой 3"" (83-93)","","42","84.41","3545.22","56.27","2023","Перепродажа",""
"MD-36-23-030 ООО Ксило Констракшн","38","Поркашян Геворг","Хомут выс.нагр.Т 10 (270-280)","","24","454.88","10917.12","303.25","2023","Перепродажа",""
"MD-36-23-031 ООО Ксило Констракшн","37","Поркашян Геворг","Уголок МСУ-4/90-Н","шт","936","260.28","243622.08","37.758","2023","МСМТ","Уголок МС"
"MD-36-23-031 ООО Ксило Констракшн","37","Поркашян Геворг","Профиль монтажный МСП-41-Н","м","36","550","19800","270.61125","2023","МСМТ","Профиль МС"
"MD-36-23-031 ООО Ксило Констракшн","37","Поркашян Геворг","Профиль монтажный МСП-41Д-Н","м","786","1400","1100400","554.56625","2023","МСМТ","Профиль МС"
